id,x_mm,y_mm,z_mm,radius_mm,flow_uL_s,parent_id
0,-5.0,0.0,0.0,0.6000000000000001,19297.0,-1
1,5.346747706856535,-1.1834325279592082,0.8539633927423427,9.173109886916512,19297.0,0
