id,x_mm,y_mm,z_mm,radius_mm,flow_uL_s,parent_id
0,-5.0,0.0,0.0,0.6000000000000001,1377.0,-1
1,5.346747706856535,-1.1834325279592082,0.8539633927423427,3.804795423230998,1377.0,0
